collection,pack_dir,agent_id,agent_name,version,domain,domain_basis,source_domain,functional_owner,primary_use_case,priority_tier,priority_rank,readiness_status,has_readiness,has_evidence,source_path,source_checksum,skills_count,tools_count,policies_count,source_tags_domain,source_tags_level,source_tags_use_case,manifest_path,canonical_concept_key,exact_duplicate_group_id,overlap_group_ids
executive-premium-v1,narrative-weaver-premium-pack,narrative-weaver-premium-pack,Narrative Weaver Premium Agent,1.0.0,executivo,manual-override,,CEO / Chief of Staff,Harmoniza narrativas estrategicas e operacionais para stakeholders diferentes garantindo consistencia da mensagem.,especialista,P1,not-provided,no,no,,,16,13,1,management; finance; communications,suite,narrative-weaver; executive-premium; decision-support; premium-governance; harmonize-strategic-messaging-across-disparate-stakeholder-groups-e-g-board-investors-employees-to-ensure-narrative-coherence-and-maximize-clarity-score; harmoniza-narrativas-estrategicas-e-operacionais-para-stakeholders-diferentes-garantindo-consistencia-da-mensagem,packages/agent-packs/executive-premium-v1/narrative-weaver-premium-pack/manifest.json,narrativeweaver,dup-011,overlap-brand-market-competitive; overlap-executive-board-strategy
executive-premium-v1,pipeline-oracle-premium-pack,pipeline-oracle-premium-pack,Pipeline Oracle Premium Agent,1.0.0,vendas,manual-override,,CRO / VP Sales,"Analisa cobertura de pipeline, capacidade comercial e qualidade de forecast para orientar redistribuicoes de cobertura e reduzir risco de conversao.",especialista,P1,not-provided,no,no,,,16,13,1,management; finance; people,suite,pipeline-oracle; executive-premium; decision-support; premium-governance; analyze-coverage-stage-velocity-and-forecast-quality-to-recommend-coverage-shifts-that-improve-pipeline-reliability; analisa-cobertura-de-pipeline-capacidade-comercial-e-qualidade-de-forecast-para-orientar-redistribuicoes-de-cobertura-e-reduzir-risco-de-conversao,packages/agent-packs/executive-premium-v1/pipeline-oracle-premium-pack/manifest.json,pipelineoracle,dup-012,overlap-pipeline-forecast-deal-risk
executive-premium-v1,pricing-optimizer-premium-pack,pricing-optimizer-premium-pack,Pricing Optimizer Premium Agent,1.0.0,vendas,manual-override,,CRO / VP Sales,"Analisa elasticidade, realizacao de preco e gaps de empacotamento para recomendar movimentos de pricing com melhor retorno comercial.",especialista,P1,not-provided,no,no,,,16,13,1,management; finance; growth,suite,pricing-optimizer; executive-premium; decision-support; premium-governance; analyze-elasticity-discount-behavior-and-packaging-gaps-to-recommend-pricing-moves-that-improve-price-realization-without-harming-conversion-quality; analisa-elasticidade-realizacao-de-preco-e-gaps-de-empacotamento-para-recomendar-movimentos-de-pricing-com-melhor-retorno-comercial,packages/agent-packs/executive-premium-v1/pricing-optimizer-premium-pack/manifest.json,pricingoptimizer,dup-013,overlap-pricing-discount-quote
executive-premium-v1,quota-architect-premium-pack,quota-architect-premium-pack,Quota Architect Premium Agent,1.0.0,vendas,manual-override,,CRO / VP Sales,Analisa a cobertura de territorio e performance de vendas para sugerir realocacoes de metas e maximizar o atingimento de cotas.,especialista,P1,not-provided,no,no,,,16,13,1,management; finance; people,suite,quota-architect; executive-premium; decision-support; premium-governance; analyze-territory-coverage-capacity-planning-and-attainment-variance-to-project-sales-performance-and-recommend-quota-reallocations-that-maximize-target-attainment; analisa-a-cobertura-de-territorio-e-performance-de-vendas-para-sugerir-realocacoes-de-metas-e-maximizar-o-atingimento-de-cotas,packages/agent-packs/executive-premium-v1/quota-architect-premium-pack/manifest.json,quotaarchitect,dup-014,overlap-pipeline-forecast-deal-risk
executive-premium-v1,trend-catcher-premium-pack,trend-catcher-premium-pack,Trend Catcher Premium Agent,1.0.0,executivo,manual-override,,CEO / Chief of Staff,"Detecta sinais de crescimento emergentes, aceleracao de categorias e clusters de mercado para indicar areas focais recomendadas.",especialista,P1,not-provided,no,no,,,16,13,1,management; finance; growth,suite,trend-catcher; executive-premium; decision-support; premium-governance; analyze-macro-trends-category-acceleration-and-competitor-momentum-to-provide-strategic-direction-on-product-focus-areas-and-market-opportunities; detecta-sinais-de-crescimento-emergentes-aceleracao-de-categorias-e-clusters-de-mercado-para-indicar-areas-focais-recomendadas,packages/agent-packs/executive-premium-v1/trend-catcher-premium-pack/manifest.json,trendcatcher,dup-015,overlap-brand-market-competitive
github-agents-v1,ab-test-automator-github-pack,ab-test-automator-github-pack,ABTestAutomator Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para AB Test Automator.",especialista,P1,ready,yes,yes,.github/agents/cycle-07/ab-test-automator.agent.md,eb45e591918d88d4ab343f27225f2561d6e91bce7ae001e1b01595317da937b8,17,3,1,marketing; analytics; executive,specialist,abtestautomator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ab-test-automator-github-pack/manifest.json,abtestautomator,,
github-agents-v1,ab-test-synthesizer-github-pack,ab-test-synthesizer-github-pack,ABTestSynthesizer Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para AB Test Synthesizer.",especialista,P1,ready,yes,yes,.github/agents/cycle-11/ab-test-synthesizer.agent.md,d9c8731d5114743748df7282d6436dc2e468262d21c38449a5264dd8365e9e27,17,3,1,marketing; analytics; executive,specialist,abtestsynthesizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ab-test-synthesizer-github-pack/manifest.json,abtestsynthesizer,,
github-agents-v1,access-right-auditor-github-pack,access-right-auditor-github-pack,AccessRightAuditor Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Access Right Auditor.",especialista,P1,ready,yes,yes,.github/agents/cycle-15/access-right-auditor.agent.md,dc9066234f48aeb21fd15da9027cd2e71e533a182c3193f8c61054c153b420b8,17,3,1,marketing; customer-success; executive,specialist,accessrightauditor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/access-right-auditor-github-pack/manifest.json,accessrightauditor,,overlap-compliance-risk-audit
github-agents-v1,account-mapper-github-pack,account-mapper-github-pack,AccountMapper Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when mapping account stakeholders, influence paths, and buying committee structures for strategic outreach.",long_tail,P2,ready,yes,yes,.github/agents/cycle-03/account-mapper.agent.md,f273ff7e57284de1d968e8dc3604e79db92648849711b0bb085425d55ce5fc45,17,3,1,sales; marketing; executive,specialist,accountmapper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/account-mapper-github-pack/manifest.json,accountmapper,,overlap-lead-prospecting-outreach; overlap-executive-board-strategy
github-agents-v1,accrual-engine-github-pack,accrual-engine-github-pack,AccrualEngine Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Accrual Engine.",long_tail,P2,ready,yes,yes,.github/agents/cycle-13/accrual-engine.agent.md,66fa51d9b101e271d722e52028dce3cf7e065b91e7e764f45524c2edb21b6ea9,17,3,1,marketing; finance; executive,specialist,accrualengine; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/accrual-engine-github-pack/manifest.json,accrualengine,,
github-agents-v1,activation-optimizer-github-pack,activation-optimizer-github-pack,ActivationOptimizer Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Activation Optimizer.",especialista,P1,ready,yes,yes,.github/agents/cycle-07/activation-optimizer.agent.md,c279bb48995a1f9a17846aa98fa9f6457f5d4d989563ff645e60a1fe32850974,17,3,1,marketing; analytics; executive,specialist,activationoptimizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/activation-optimizer-github-pack/manifest.json,activationoptimizer,,
github-agents-v1,activity-analyzer-github-pack,activity-analyzer-github-pack,ActivityAnalyzer Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when analyzing sales activity patterns, identifying productivity gaps, and recommending behavior-level pipeline improvements.",especialista,P1,ready,yes,yes,.github/agents/cycle-04/activity-analyzer.agent.md,9c32bdec1f8ff52870ee45fa1e958b6d85aeab27644e6339b7ede97f388f1f20,17,3,1,sales; marketing; executive,specialist,activityanalyzer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/activity-analyzer-github-pack/manifest.json,activityanalyzer,,overlap-pipeline-forecast-deal-risk; overlap-product-launch-feedback
github-agents-v1,acv-growth-tracker-github-pack,acv-growth-tracker-github-pack,ACVGrowthTracker Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para ACV Growth Tracker.",long_tail,P2,ready,yes,yes,.github/agents/cycle-10/acv-growth-tracker.agent.md,a2850e7bbefd316517057e366cfa5bc8614fef7ba43b82de0ff3dc894aa028f9,17,3,1,marketing; finance; executive,specialist,acvgrowthtracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/acv-growth-tracker-github-pack/manifest.json,acvgrowthtracker,,overlap-pipeline-forecast-deal-risk
github-agents-v1,ad-copy-machine-github-pack,ad-copy-machine-github-pack,AdCopyMachine Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Ad Copy Machine.",long_tail,P2,ready,yes,yes,.github/agents/cycle-07/ad-copy-machine.agent.md,53cf97490feb4c797a30027f64bd93f0bd281079f0a8f0ea6b713b9705066367,17,3,1,marketing; analytics; executive,specialist,adcopymachine; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ad-copy-machine-github-pack/manifest.json,adcopymachine,,overlap-marketing-campaign-content-seo
github-agents-v1,ad-fatigue-monitor-github-pack,ad-fatigue-monitor-github-pack,AdFatigueMonitor Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Ad Fatigue Monitor.",long_tail,P2,ready,yes,yes,.github/agents/cycle-07/ad-fatigue-monitor.agent.md,52f84986d22d41ebb4dd3ddf4cf2c3154a9b7674fcbe9dfa86d622d6d6457cae,17,3,1,marketing; analytics; executive,specialist,adfatiguemonitor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ad-fatigue-monitor-github-pack/manifest.json,adfatiguemonitor,,
github-agents-v1,address-proof-validator-github-pack,address-proof-validator-github-pack,AddressProofValidator Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Address Proof Validator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-14/address-proof-validator.agent.md,fc43ba5006648e7eec3c961f164281abe7d37396770285405fe80d98edeb1246,17,3,1,marketing; compliance; executive,specialist,addressproofvalidator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/address-proof-validator-github-pack/manifest.json,addressproofvalidator,,
github-agents-v1,adoption-metric-analyzer-github-pack,adoption-metric-analyzer-github-pack,AdoptionMetricAnalyzer Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Adoption Metric Analyzer.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/adoption-metric-analyzer.agent.md,f974f748c3505da08d173c162e0c2e9214cc98eb91f3d128e955e528a9e0bad4,17,3,1,marketing; customer-success; executive,specialist,adoptionmetricanalyzer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/adoption-metric-analyzer-github-pack/manifest.json,adoptionmetricanalyzer,,overlap-cs-health-retention
github-agents-v1,advocacy-finder-github-pack,advocacy-finder-github-pack,AdvocacyFinder Agent,1.2.0,CS,manual-override,Executivos e Estratégia,VP Customer Success,"Use when identifying customer advocates, reference candidates, and executive-led advocacy opportunities.",long_tail,P2,ready,yes,yes,.github/agents/cycle-01/advocacy-finder.agent.md,d4c8460563245f5ba3d3164f34800c02a903335dc5bd92439fb2f095535c71dc,17,3,1,marketing; customer-success; executive,specialist,advocacyfinder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/advocacy-finder-github-pack/manifest.json,advocacyfinder,,overlap-executive-board-strategy
